# GREAT version 3.0.0	Species assembly: hg19	Association rule: Single nearest gene: 100000 bp max extension, curated regulatory domains included
NA_peak_21486	PDE5A (-68969)
NA_peak_6262	NONE
NA_peak_5200	DDI1 (+54274)
NA_peak_31425	SEMA4D (-50789)
NA_peak_23254	ARHGEF28 (-1977)
NA_peak_18065	GNAT1 (+19203)
NA_peak_12048	GRB2 (-627)
NA_peak_11827	APPBP2 (-8527)
NA_peak_6498	PPP1R12A (-10518)
NA_peak_6138	KRT8 (+22411)
NA_peak_5444	OR6M1 (-16222)
NA_peak_13282	NONE
NA_peak_18342	NONE
NA_peak_10310	IQGAP1 (+2477)
NA_peak_8739	NONE
NA_peak_1019	NONE
NA_peak_4911	RAB30 (+1010)
NA_peak_30334	NONE
NA_peak_27488	PRR15 (-67268)
NA_peak_18529	NONE
NA_peak_20886	NONE
NA_peak_31505	NONE
NA_peak_12407	NONE
NA_peak_2037	NONE
NA_peak_17599	NONE
NA_peak_27063	NONE
NA_peak_1446	KCNN3 (+83519)
NA_peak_31515	INVS (+69271)
NA_peak_29364	NONE
NA_peak_11562	NAGLU (-4438)
NA_peak_14629	STEAP3 (-26273)
NA_peak_18346	NONE
NA_peak_13493	MBOAT2 (+13654)
NA_peak_26221	NONE
NA_peak_19208	PLSCR1 (+33284)
NA_peak_26138	C6orf203 (+85884)
NA_peak_24916	NONE
NA_peak_14698	ERCC3 (+39519)
NA_peak_13186	MPND (-581)
NA_peak_14355	ELMOD3 (+11063)
NA_peak_31402	DAPK1 (+1477)
NA_peak_29237	NONE
NA_peak_28671	NONE
NA_peak_25285	NONE
NA_peak_25147	SLC17A3 (+10652)
NA_peak_23442	NONE
NA_peak_23399	NONE
NA_peak_22881	EGFLAM (+59651)
NA_peak_23802	NONE
NA_peak_21163	NONE
NA_peak_20297	NONE
NA_peak_20289	NONE
NA_peak_14608	NONE
NA_peak_9109	NONE
NA_peak_7854	NONE
NA_peak_7533	SPERT (+21114)
NA_peak_6377	NONE
NA_peak_5533	NONE
NA_peak_3554	NONE
NA_peak_3497	KCNMA1 (+74397)
NA_peak_3137	PRKG1 (+40208)
NA_peak_2750	ENSG00000183748 (+98589)
NA_peak_29347	C8orf4 (+15517)
NA_peak_13209	ZNF846 (-16793)
NA_peak_6367	LGR5 (-689)
NA_peak_3494	NONE
NA_peak_18109	NONE
NA_peak_390	SSBP3 (+76958)
NA_peak_10312	CRTC3 (+56149)
NA_peak_1538	NONE
NA_peak_27463	NONE
NA_peak_25145	SLC17A4 (+2089)
NA_peak_22654	CDH18 (-42)
NA_peak_19767	TTC14 (-327)
NA_peak_4966	NONE
NA_peak_17201	PDE9A (+79615)
NA_peak_589	GNG12 (-85935)
NA_peak_9213	GPATCH2L (+98521)
NA_peak_2081	NONE
NA_peak_3430	SPOCK2 (-9924)
NA_peak_11780	MSI2 (+2955)
NA_peak_28734	CREB3L2 (+53461)
NA_peak_10555	KNOP1 (+73390)
NA_peak_8530	SUPT16H (+19169)
NA_peak_28408	DOCK4 (+2168)
NA_peak_18218	NONE
NA_peak_31009	NONE
NA_peak_28950	NONE
NA_peak_30062	ZNF706 (+815)
NA_peak_18997	KALRN (+75945)
NA_peak_15228	NONE
NA_peak_17207	SIK1 (-56705)
NA_peak_13328	ZNF574 (+6439)
NA_peak_11201	PER1 (-1405)
NA_peak_10550	CLEC19A (-57835)
NA_peak_6156	DCD (-8011)
NA_peak_27749	EGFR (+12129)
NA_peak_20083	NONE
NA_peak_19714	NONE
NA_peak_18863	NONE
NA_peak_13239	UPF1 (+2541)
NA_peak_9738	NONE
NA_peak_6762	NUDT4 (-78982)
NA_peak_4974	RAB38 (+70040)
NA_peak_7329	NONE
NA_peak_32817	NAP1L3 (+81839)
NA_peak_32319	NR0B1 (-39338)
NA_peak_32306	NONE
NA_peak_32075	NONE
NA_peak_33480	AFF2 (+3594)
NA_peak_33282	FRMD7 (-41574)
NA_peak_33067	AMOT (-69903)
NA_peak_31448	ASPN (+18544)
NA_peak_31361	NTRK2 (+99502)
NA_peak_31155	PTAR1 (+13146)
NA_peak_31063	NONE
NA_peak_31052	NONE
NA_peak_30927	NONE
NA_peak_30871	NONE
NA_peak_29261	NONE
NA_peak_30407	NONE
NA_peak_28217	PON2 (+7112)
NA_peak_28118	NONE
NA_peak_28063	GRM3 (-20186)
NA_peak_28048	NONE
NA_peak_27265	AGR2 (-28981)
NA_peak_25345	TNFRSF21 (-52999)
NA_peak_26712	HIVEP2 (+98635)
NA_peak_26708	GPR126 (+98770)
NA_peak_23637	NONE
NA_peak_23527	NONE
NA_peak_23059	MAP3K1 (-16786)
NA_peak_24535	NONE
NA_peak_24483	NONE
NA_peak_22568	NONE
NA_peak_23724	NUDT12 (-73906)
NA_peak_21006	NONE
NA_peak_20705	UGT2B15 (+48677)
NA_peak_20648	NONE
NA_peak_20457	NONE
NA_peak_22420	NONE
NA_peak_20137	NONE
NA_peak_21487	NONE
NA_peak_18612	NONE
NA_peak_17895	OSBPL10 (+12393)
NA_peak_19884	NONE
NA_peak_19599	PLD1 (+80618)
NA_peak_19470	SI (-16467)
NA_peak_19380	TIPARP (+1167)
NA_peak_13839	NONE
NA_peak_16018	BARD1 (+2467)
NA_peak_15947	RPE (+83968)
NA_peak_15632	NONE
NA_peak_15354	NONE
NA_peak_15051	RND3 (+47120)
NA_peak_14941	NONE
NA_peak_17069	NONE
NA_peak_17060	N6AMT1 (+16081)
NA_peak_16925	NONE
NA_peak_12622	NONE
NA_peak_12173	TGIF1 (-14432)
NA_peak_12486	DSC1 (-68637)
NA_peak_731	NONE
NA_peak_10864	NONE
NA_peak_10200	ENSG00000173517 (+39945)
NA_peak_10054	USP3 (+9791)
NA_peak_9988	NONE
NA_peak_9861	NONE
NA_peak_9676	NONE
NA_peak_9601	FAN1 (-78998)
NA_peak_9424	PRIMA1 (+94417)
NA_peak_8799	NONE
NA_peak_7771	NONE
NA_peak_7430	STOML3 (+54608)
NA_peak_6719	NONE
NA_peak_6048	NONE
NA_peak_2470	GREM2 (+1549)
NA_peak_6902	SLC41A2 (+57471)
NA_peak_1521	NONE
NA_peak_4336	NONE
NA_peak_1134	NONE
NA_peak_2960	EPC1 (-30581)
NA_peak_2800	NEBL (+8680)
NA_peak_2755	CACNB2 (+63619)
NA_peak_63	CLSTN1 (+24279)
NA_peak_33336	ZNF75D (+38139)
NA_peak_22243	GALNT7 (-606)
NA_peak_14066	NONE
NA_peak_17163	KCNJ6 (+34177)
NA_peak_5486	NONE
NA_peak_30411	ADCY8 (+9308)
NA_peak_19865	NONE
NA_peak_14216	CYP26B1 (-88175)
NA_peak_17076	NONE
NA_peak_7221	CDK8 (+1070)
NA_peak_1695	TOR3A (+49333)
NA_peak_4475	EHF (+49116)
NA_peak_12097	GAA (+22727)
NA_peak_28736	CREB3L2 (+805)
NA_peak_32692	NONE
NA_peak_1287	SPAG17 (-588)
NA_peak_189	SEPN1 (-85691)
NA_peak_4038	FGFR2 (+57158)
NA_peak_18746	NONE
NA_peak_16559	NONE
NA_peak_31914	PRKX (+75185)
NA_peak_14125	NONE
NA_peak_71	NONE
NA_peak_6965	NONE
NA_peak_28632	IRF5 (+19878)
NA_peak_5062	AMOTL1 (-9477)
NA_peak_5478	NONE
NA_peak_5366	NONE
NA_peak_20708	UGT2B15 (-22962)
NA_peak_30327	ANXA13 (+41657)
NA_peak_15483	OSBPL6 (+56368)
NA_peak_973	NONE
NA_peak_10223	ABHD17C (-82656)
NA_peak_26944	NONE
NA_peak_2683	NONE
NA_peak_13617	LAPTM4A (-538)
NA_peak_9558	NONE
NA_peak_2684	CELF2 (-11425)
NA_peak_11922	NONE
NA_peak_11338	RNF112 (+20703)
NA_peak_30032	LAPTM4B (+157)
NA_peak_10297	RHCG (+40786)
NA_peak_16487	NONE
NA_peak_11448	SPACA3 (+46930)
NA_peak_23579	GLRX (-40412)
NA_peak_20066	DRD5 (+12237)
NA_peak_13910	MSH6 (-591)
NA_peak_11939	KPNA2 (+61237)
NA_peak_11761	PCTP (+19564)
NA_peak_10767	NONE
NA_peak_25772	NONE
NA_peak_25503	KIAA1586 (-10423)
NA_peak_26854	PLEKHG1 (-58145)
NA_peak_21899	MAB21L2 (+97497)
NA_peak_871	DDAH1 (+57791)
NA_peak_796	NONE
NA_peak_682	NONE
NA_peak_6465	NONE
NA_peak_5713	MGST1 (+38364)
NA_peak_7058	RNF34 (-717)
NA_peak_2031	NONE
NA_peak_1096	DPH5 (+54421)
NA_peak_11387	VTN (+2424)
NA_peak_25313	SLC29A1 (+368)
NA_peak_23348	THBS4 (+77121)
NA_peak_23325	LHFPL2 (-10761)
NA_peak_19080	PPP2R3A (-69263)
NA_peak_16315	NONE
NA_peak_6484	NONE
NA_peak_27709	NONE
NA_peak_25753	NONE
NA_peak_26608	OLIG3 (+95984)
NA_peak_15448	NONE
NA_peak_10235	NONE
NA_peak_9895	NONE
NA_peak_6112	CERS5 (-376)
NA_peak_1721	ZNF648 (-83157)
NA_peak_23255	ARHGEF28 (+15857)
NA_peak_18291	NONE
NA_peak_18965	FBXO40 (+16560)
NA_peak_4697	VPS37C (+10023)
NA_peak_3356	NONE
NA_peak_24268	NONE
NA_peak_4132	ZNF511 (+10291)
NA_peak_31432	NONE
NA_peak_25704	NONE
NA_peak_24258	TMCO6 (+600)
NA_peak_983	ALG14 (-11317)
NA_peak_12713	NONE
NA_peak_10925	PRMT7 (+62219)
NA_peak_529	NONE
NA_peak_2032	NONE
NA_peak_3023	NAMPTL (-18476)
NA_peak_1351	NOTCH2NL (-5302)
NA_peak_18259	LRIG1 (+37121)
NA_peak_13351	APOC1 (-5)
NA_peak_18260	LRIG1 (+25293)
NA_peak_4216	DKK3 (-11150)
NA_peak_30607	NONE
NA_peak_4242	NONE
NA_peak_17214	UBE2G2 (+23260)
NA_peak_219	NKAIN1 (+55461)
NA_peak_30610	NONE
NA_peak_29997	GEM (+3251)
NA_peak_29012	GATA4 (-949)
NA_peak_26193	GTF3C6 (-7372)
NA_peak_20558	IGFBP7 (-39305)
NA_peak_19981	LSG1 (+255)
NA_peak_13567	NONE
NA_peak_33149	NONE
NA_peak_32454	MED14 (-3347)
NA_peak_32269	IL1RAPL1 (+1652)
NA_peak_32239	NONE
NA_peak_33409	NONE
NA_peak_32946	NONE
NA_peak_30623	NONE
NA_peak_29517	NONE
NA_peak_29300	NONE
NA_peak_29243	NONE
NA_peak_29195	NONE
NA_peak_30288	COLEC10 (+70163)
NA_peak_28070	NONE
NA_peak_28052	NONE
NA_peak_27944	SEMA3C (+58347)
NA_peak_25906	NONE
NA_peak_26515	NONE
NA_peak_26388	NONE
NA_peak_26314	PLN (-15130)
NA_peak_23633	CHD1 (-98742)
NA_peak_23248	FCHO2 (+76991)
NA_peak_23163	NONE
NA_peak_24557	NONE
NA_peak_23739	NONE
NA_peak_21191	NONE
NA_peak_20826	AREG (+29811)
NA_peak_22436	NONE
NA_peak_22249	FBXO8 (-35092)
NA_peak_21757	NAA15 (+50216)
NA_peak_18661	EPHA6 (-57945)
NA_peak_18548	NONE
NA_peak_18488	NONE
NA_peak_17963	NONE
NA_peak_17708	NONE
NA_peak_19990	XXYLT1 (-79802)
NA_peak_19905	CLDN1 (+13953)
NA_peak_19779	SOX2 (-86029)
NA_peak_18948	IGSF11 (-28221)
NA_peak_18845	ZBED2 (+21326)
NA_peak_18781	NONE
NA_peak_18722	NONE
NA_peak_14111	AFTPH (-1372)
NA_peak_16152	IRS1 (+27261)
NA_peak_15999	IKZF2 (+692)
NA_peak_15807	ORC2 (-10969)
NA_peak_15670	NONE
NA_peak_15476	NONE
NA_peak_15453	NONE
NA_peak_16521	ZNF133 (+24008)
NA_peak_12212	LAMA1 (+3643)
NA_peak_12952	TNFRSF11A (-49154)
NA_peak_12857	NONE
NA_peak_12599	NONE
NA_peak_12526	NONE
NA_peak_12456	NONE
NA_peak_723	ST6GALNAC3 (+27084)
NA_peak_11026	NONE
NA_peak_10954	NONE
NA_peak_10861	NONE
NA_peak_410	PRKAA2 (-1524)
NA_peak_9763	CAPN3 (+19049)
NA_peak_9377	PTPN21 (+58724)
NA_peak_9306	NONE
NA_peak_9289	NONE
NA_peak_9128	NONE
NA_peak_9032	NONE
NA_peak_8911	METTL21D (-48946)
NA_peak_8878	NONE
NA_peak_304	RNF220 (-6018)
NA_peak_8815	NONE
NA_peak_8588	NONE
NA_peak_8197	NONE
NA_peak_7855	NONE
NA_peak_7275	UBL3 (-430)
NA_peak_6559	TMTC2 (+1576)
NA_peak_5621	FOXJ2 (-6294)
NA_peak_6372	TPH2 (+19877)
NA_peak_6161	OR10A7 (-31620)
NA_peak_6047	NONE
NA_peak_7012	NONE
NA_peak_1753	NONE
NA_peak_4940	NONE
NA_peak_4396	NONE
NA_peak_5495	NONE
NA_peak_3418	SAR1A (+7406)
NA_peak_3360	NONE
NA_peak_2575	NONE
NA_peak_3759	NONE
NA_peak_2262	CAPN8 (+42920)
NA_peak_29399	EFCAB1 (-1730)
NA_peak_901	GTF2B (+623)
NA_peak_10594	ARHGAP17 (+897)
NA_peak_7356	NONE
NA_peak_11298	TBC1D26 (+99873)
NA_peak_30289	MAL2 (+11039)
NA_peak_28902	SHH (-141843)
NA_peak_13904	CALM2 (-13629)
NA_peak_1560	RCSD1 (+22605)
NA_peak_2645	ITIH2 (-38)
NA_peak_10920	NOL3 (+205)
NA_peak_21602	PHF17 (-83934)
NA_peak_32590	MTRNR2L10 (+69887)
NA_peak_29610	CPA6 (+3247)
NA_peak_28262	NONE
NA_peak_24270	ARHGAP26 (-17535)
NA_peak_16649	CHMP4B (-14202)
NA_peak_4063	ZRANB1 (-24032)
NA_peak_1530	PBX1 (-42816)
NA_peak_19276	PFN2 (-97929)
NA_peak_5359	NONE
NA_peak_14462	RPL31 (+64163)
NA_peak_30084	ATP6V1C1 (-52150)
NA_peak_2456	FMN2 (-16136)
NA_peak_2208	SLC30A10 (+88821)
NA_peak_13488	NONE
NA_peak_2257	NONE
NA_peak_14188	NFU1 (-13475)
NA_peak_26151	SOBP (+49456)
NA_peak_25050	NONE
NA_peak_23827	NONE
NA_peak_17347	PITPNB (+6108)
NA_peak_2519	NONE
NA_peak_32986	TSC22D3 (+38751)
NA_peak_6108	AQP2 (-13430)
NA_peak_20527	LNX1 (-62069)
NA_peak_29116	TNFRSF10D (-19796)
NA_peak_26450	RSPO3 (-28726)
NA_peak_23612	NONE
NA_peak_2203	NONE
NA_peak_32674	ZCCHC5 (-19912)
NA_peak_30314	HAS2 (-9331)
NA_peak_28197	SGCE (+68466)
NA_peak_26655	NONE
NA_peak_23250	TMEM171 (-6003)
NA_peak_20535	GSX2 (+45089)
NA_peak_20259	NONE
NA_peak_19331	NONE
NA_peak_16254	UBE2F (-39564)
NA_peak_17249	ZDHHC8 (+65610)
NA_peak_12474	NONE
NA_peak_10061	ZNF609 (-42639)
NA_peak_7732	NONE
NA_peak_7233	RASL11A (+57795)
NA_peak_15	NONE
NA_peak_10329	CHD2 (-90233)
NA_peak_13210	FDX1L (-78)
NA_peak_2630	NONE
NA_peak_29325	FGFR1 (-43261)
NA_peak_27635	NONE
NA_peak_28852	ZNF398 (-934)
NA_peak_26111	PREP (-485)
NA_peak_3585	CCSER2 (+6156)
NA_peak_4028	NONE
NA_peak_26117	NONE
NA_peak_26620	PBOV1 (-13571)
NA_peak_17098	SCAF4 (+1346)
NA_peak_6954	SELPLG (-43430)
NA_peak_24860	NONE
NA_peak_8985	EXOC5 (-419)
NA_peak_31335	NONE
NA_peak_24234	PKD2L2 (+1657)
NA_peak_21570	FAT4 (-2619)
NA_peak_21339	COL25A1 (+70461)
NA_peak_14785	RAB3GAP1 (-4566)
NA_peak_12266	PIEZO2 (+59242)
NA_peak_10999	ZNRF1 (-1993)
NA_peak_10720	NONE
NA_peak_227	PTP4A2 (+9580)
NA_peak_11662	IGF2BP1 (-4009)
NA_peak_5590	NONE
NA_peak_27682	PKD1L1 (+13786)
NA_peak_12033	RPL38 (-65989)
NA_peak_11294	TEKT3 (-36097)
NA_peak_11623	KPNB1 (-25091)
NA_peak_25233	SPDEF (-41861)
NA_peak_26922	NONE
NA_peak_26026	SIM1 (+32733)
NA_peak_24382	IL17B (-72472)
NA_peak_12259	APCDD1 (-9844)
NA_peak_11992	NONE
NA_peak_32875	NONE
NA_peak_32787	NONE
NA_peak_32647	HDAC8 (+32672)
NA_peak_32433	OTC (-8855)
NA_peak_33115	NONE
NA_peak_30570	JAK2 (-12202)
NA_peak_30926	NONE
NA_peak_30787	DENND4C (+55632)
NA_peak_30687	NONE
NA_peak_29929	NONE
NA_peak_29867	NONE
NA_peak_29592	MTFR1 (+80478)
NA_peak_29175	STMN4 (+91248)
NA_peak_29164	GNRH1 (+66670)
NA_peak_29145	NONE
NA_peak_30137	ABRA (-62929)
NA_peak_28213	PON1 (+64598)
NA_peak_27808	NONE
NA_peak_28449	NONE
NA_peak_25344	TNFRSF21 (-452)
NA_peak_26647	NONE
NA_peak_26443	NONE
NA_peak_26061	NONE
NA_peak_23662	NONE
NA_peak_22700	NONE
NA_peak_23973	NONE
NA_peak_21054	NONE
NA_peak_21015	MAPK10 (+59365)
NA_peak_20737	UGT2A2 (+19805)
NA_peak_22438	NONE
NA_peak_22386	SNX25 (+51901)
NA_peak_21774	NONE
NA_peak_21632	NONE
NA_peak_18607	EPHA3 (+77108)
NA_peak_18602	NONE
NA_peak_18496	NONE
NA_peak_18456	NONE
NA_peak_17799	NONE
NA_peak_19938	NONE
NA_peak_14086	EHBP1 (+89304)
NA_peak_15528	CERKL (+83585)
NA_peak_15511	NONE
NA_peak_15326	NONE
NA_peak_13544	NONE
NA_peak_17011	NONE
NA_peak_908	NONE
NA_peak_13005	NONE
NA_peak_12921	CCBE1 (-95174)
NA_peak_833	NONE
NA_peak_12387	ZNF521 (+2035)
NA_peak_9278	NONE
NA_peak_9067	NONE
NA_peak_8853	RPL10L (-53922)
NA_peak_8262	GPR180 (+15738)
NA_peak_8101	NONE
NA_peak_7938	DACH1 (-11977)
NA_peak_7899	KLHL1 (-9526)
NA_peak_7759	PCDH20 (-35509)
NA_peak_238	ZSCAN20 (-48152)
NA_peak_8437	NONE
NA_peak_6767	MRPL42 (+21952)
NA_peak_6502	NONE
NA_peak_6366	LGR5 (-39022)
NA_peak_7041	TAOK3 (+36349)
NA_peak_1856	RGS2 (+19206)
NA_peak_4984	NONE
NA_peak_1747	FAM129A (-6667)
NA_peak_4860	NONE
NA_peak_4828	GAB2 (-53419)
NA_peak_5178	MMP10 (-448)
NA_peak_3242	NONE
NA_peak_2734	RSU1 (-74797)
NA_peak_3909	NONE
NA_peak_3842	NONE
NA_peak_29789	TPD52 (-29931)
NA_peak_26621	PBOV1 (-21541)
NA_peak_6723	DCN (-74948)
NA_peak_31158	NONE
NA_peak_27023	NONE
NA_peak_30449	NONE
NA_peak_20528	NONE
NA_peak_22255	NONE
NA_peak_11753	HLF (+41216)
NA_peak_24249	CXXC5 (-1065)
NA_peak_1564	MPZL1 (+34741)
NA_peak_32179	ACOT9 (+2458)
NA_peak_29791	TPD52 (-63596)
NA_peak_7460	KBTBD6 (+30435)
NA_peak_25223	MLN (-77652)
NA_peak_2201	NONE
NA_peak_9122	RDH11 (+819)
NA_peak_26858	PLEKHG1 (-32806)
NA_peak_16857	NONE
NA_peak_10522	NONE
NA_peak_6766	MRPL42 (+568)
NA_peak_11482	AATF (-548)
NA_peak_11777	C17orf67 (+61259)
NA_peak_12747	LIPG (+77408)
NA_peak_7379	NONE
NA_peak_1464	IFI16 (-11062)
NA_peak_31142	TMEM252 (+5881)
NA_peak_4255	CALCA (-3698)
NA_peak_16595	CST4 (-6690)
NA_peak_11320	RAI1 (+61534)
NA_peak_510	NONE
NA_peak_10387	NONE
NA_peak_83	NONE
NA_peak_11785	ENSG00000166329 (-24026)
NA_peak_30480	NONE
NA_peak_10980	NONE
NA_peak_6616	NONE
NA_peak_30063	ZNF706 (-28529)
NA_peak_2511	NONE
NA_peak_7084	NONE
NA_peak_4064	CTBP2 (+3507)
NA_peak_16317	BMP2 (-69456)
NA_peak_31069	NONE
NA_peak_28934	CLN8 (-909)
NA_peak_28194	CASD1 (+37750)
NA_peak_25257	CCDC167 (-17116)
NA_peak_26495	NONE
NA_peak_23149	NLN (+22809)
NA_peak_21156	NONE
NA_peak_20227	RBPJ (-67076)
NA_peak_21807	NONE
NA_peak_21482	FABP2 (-31407)
NA_peak_14148	NONE
NA_peak_16265	GPC1 (-12713)
NA_peak_15107	NONE
NA_peak_17184	NONE
NA_peak_17105	C21orf59 (-40582)
NA_peak_9820	NONE
NA_peak_9483	DLK1 (-32645)
NA_peak_3166	NONE
NA_peak_2885	APBB1IP (+30151)
NA_peak_29936	NBN (+16929)
NA_peak_24307	NONE
NA_peak_24226	NONE
NA_peak_19854	ST6GAL1 (-8476)
NA_peak_16073	NONE
NA_peak_14666	NONE
NA_peak_14453	NONE
NA_peak_13394	ETFB (-5786)
NA_peak_7196	NONE
NA_peak_2343	GALNT2 (+85794)
NA_peak_120	FBLIM1 (+38988)
NA_peak_11510	TBC1D3 (-23535)
NA_peak_12114	NPLOC4 (+32837)
NA_peak_9546	SNRPN (+34362)
NA_peak_2387	KCNK1 (-82945)
NA_peak_29214	NONE
NA_peak_30995	ALDH1B1 (-58173)
NA_peak_31745	DBC1 (+32830)
NA_peak_29715	NONE
NA_peak_17574	NONE
NA_peak_19722	NONE
NA_peak_17666	NONE
NA_peak_12348	NONE
NA_peak_9784	SHF (+627)
NA_peak_372	RAB3B (+13404)
NA_peak_9464	BCL11B (+4622)
NA_peak_6132	ACVR1B (+25257)
NA_peak_1319	FCGR1B (+11526)
NA_peak_33183	STAG2 (+1336)
NA_peak_13486	NONE
NA_peak_2513	NONE
NA_peak_32420	CYBB (-34418)
NA_peak_2477	NONE
NA_peak_12038	GPRC5C (+12113)
NA_peak_32250	NONE
NA_peak_24684	TLX3 (+31525)
NA_peak_18381	NONE
NA_peak_1720	ZNF648 (-39936)
NA_peak_3691	HHEX (+39634)
NA_peak_4838	NONE
NA_peak_29645	PRDM14 (+81041)
NA_peak_28630	NONE
NA_peak_11061	NONE
NA_peak_29962	OTUD6B (+309)
NA_peak_30500	LY6H (+29454)
NA_peak_19983	NONE
NA_peak_3146	CSTF2T (+418)
NA_peak_13198	INSR (+36683)
NA_peak_448	NONE
NA_peak_4092	NONE
NA_peak_20936	NONE
NA_peak_14100	UGP2 (+47172)
NA_peak_4078	FANK1 (+15690)
NA_peak_31926	NONE
NA_peak_28099	STEAP4 (-40245)
NA_peak_12303	NONE
NA_peak_9456	NONE
NA_peak_32867	NONE
NA_peak_31964	KAL1 (+41888)
NA_peak_32607	NONE
NA_peak_32425	SYTL5 (-20293)
NA_peak_32304	NONE
NA_peak_32251	NONE
NA_peak_31185	ZFAND5 (+7532)
NA_peak_30763	NONE
NA_peak_31741	NONE
NA_peak_31585	NONE
NA_peak_29960	TMEM55A (+962)
NA_peak_29865	NONE
NA_peak_29428	NONE
NA_peak_27747	NONE
NA_peak_27349	NONE
NA_peak_28524	NONE
NA_peak_25677	NONE
NA_peak_25450	TINAG (-71449)
NA_peak_24811	CDYL (-48936)
NA_peak_27069	NONE
NA_peak_27066	NONE
NA_peak_26928	NOX3 (+60349)
NA_peak_26330	NONE
NA_peak_26306	DCBLD1 (+25340)
NA_peak_23489	NONE
NA_peak_23475	NONE
NA_peak_22906	NONE
NA_peak_23790	NONE
NA_peak_21048	NONE
NA_peak_22224	NONE
NA_peak_22216	NONE
NA_peak_22106	NONE
NA_peak_21642	NONE
NA_peak_21599	NONE
NA_peak_21258	TACR3 (-43693)
NA_peak_18411	NONE
NA_peak_18407	NONE
NA_peak_19907	CLDN1 (-22411)
NA_peak_19576	CLDN11 (+9414)
NA_peak_14431	ZAP70 (+90702)
NA_peak_16016	NONE
NA_peak_15929	NONE
NA_peak_15567	NONE
NA_peak_15223	GCG (+13907)
NA_peak_16360	NONE
NA_peak_16547	NONE
NA_peak_16413	NONE
NA_peak_1006	NONE
NA_peak_13117	TSHZ1 (+2980)
NA_peak_12380	NONE
NA_peak_10495	NONE
NA_peak_10977	NONE
NA_peak_10787	AMFR (+48721)
NA_peak_10588	NONE
NA_peak_9360	NONE
NA_peak_8659	ARHGAP5 (+1873)
NA_peak_8515	CCNB1IP1 (-4276)
NA_peak_9472	EML1 (+42087)
NA_peak_8182	NONE
NA_peak_7828	NONE
NA_peak_7661	NONE
NA_peak_6512	NONE
NA_peak_6340	CCT2 (-31129)
NA_peak_6114	LIMA1 (+23495)
NA_peak_2543	OR2T12 (+8544)
NA_peak_2529	CNST (+17173)
NA_peak_5118	NONE
NA_peak_5071	NONE
NA_peak_1705	ACBD6 (+76832)
NA_peak_1678	NONE
NA_peak_4430	NONE
NA_peak_3544	NONE
NA_peak_3212	NONE
NA_peak_3104	NONE
NA_peak_2901	NONE
NA_peak_32633	NONE
NA_peak_30846	NONE
NA_peak_27722	NONE
NA_peak_17734	NONE
NA_peak_11042	NONE
NA_peak_6608	RASSF9 (+85695)
NA_peak_31615	NONE
NA_peak_5498	NONE
NA_peak_17223	SPATC1L (-14222)
NA_peak_2977	NONE
NA_peak_13178	TLE6 (+3)
NA_peak_4594	C11orf94 (+10784)
NA_peak_4467	KIAA1549L (-60122)
NA_peak_2810	NONE
NA_peak_13591	NONE
NA_peak_6140	KRT18 (-1907)
NA_peak_12029	NONE
NA_peak_29311	NONE
NA_peak_33351	BRS3 (-20411)
NA_peak_28773	ENSG00000257743 (+28100)
NA_peak_24952	JARID2 (+64045)
NA_peak_24003	PPIC (+57590)
NA_peak_25104	KAAG1 (-49987)
NA_peak_24652	NONE
NA_peak_13984	ACYP2 (-26482)
NA_peak_12059	RNF157 (+16236)
NA_peak_7270	NONE
NA_peak_8794	NONE
NA_peak_9871	GNB5 (+6508)
NA_peak_33154	NONE
NA_peak_29947	NONE
NA_peak_28237	OCM2 (+16867)
NA_peak_12170	MYL12A (-13579)
NA_peak_6420	NONE
NA_peak_24940	NONE
NA_peak_18200	NONE
NA_peak_13424	TRAPPC12 (-76828)
NA_peak_10803	MMP15 (+7504)
NA_peak_10322	NONE
NA_peak_2967	ITGB1 (-83172)
NA_peak_2578	NONE
NA_peak_30493	NONE
NA_peak_131	NONE
NA_peak_1971	ZNF281 (-64945)
NA_peak_29457	SOX17 (-25997)
NA_peak_29165	KCTD9 (+950)
NA_peak_30285	NONE
NA_peak_28066	GRM3 (+35051)
NA_peak_27752	SUMF2 (+613)
NA_peak_24093	NONE
NA_peak_20487	CORIN (-12594)
NA_peak_20205	DHX15 (+95658)
NA_peak_17038	APP (+21510)
NA_peak_16454	FLRT3 (-76076)
NA_peak_12955	ZCCHC2 (-70303)
NA_peak_11028	MON1B (-36615)
NA_peak_9723	NONE
NA_peak_6761	NUDT4 (-94223)
NA_peak_2210	SLC30A10 (+1112)
NA_peak_3084	PTPN20A (+54832)
NA_peak_4118	NONE
NA_peak_3852	NONE
NA_peak_23322	LHFPL2 (+60365)
NA_peak_11427	RAB11FIP4 (+34007)
NA_peak_11054	MAF (+88938)
NA_peak_16843	NONE
NA_peak_3339	NONE
NA_peak_20555	SPINK2 (+21482)
NA_peak_32538	FTSJ1 (-164)
NA_peak_27504	NONE
NA_peak_28663	CHCHD3 (-44320)
NA_peak_28530	NONE
NA_peak_25440	MLIP (-7656)
NA_peak_25305	MRPS10 (-56010)
NA_peak_26897	NONE
NA_peak_23502	NONE
NA_peak_21046	PIGY (+6008)
NA_peak_11951	NONE
NA_peak_449	NONE
NA_peak_10333	NONE
NA_peak_9251	NONE
NA_peak_6299	NONE
NA_peak_2268	TP53BP2 (-40785)
NA_peak_1413	RPRD2 (+493)
NA_peak_6110	ASIC1 (-268)
