# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
NA_peak_1	OR4F5 (-26466)
NA_peak_6784	NR2C1 (-44812), FGD6 (+98949)
NA_peak_6785	NR2C1 (-94953), FGD6 (+48808)
NA_peak_6786	METAP2 (-192433), VEZT (+63772)
NA_peak_6787	METAP2 (-155546), VEZT (+100659)
NA_peak_6788	METAP2 (-147103), VEZT (+109102)
NA_peak_6789	METAP2 (-11743), VEZT (+244462)
NA_peak_6790	METAP2 (-8524), VEZT (+247681)
NA_peak_6791	USP44 (+5757), METAP2 (+71782)
NA_peak_6792	USP44 (+3327), METAP2 (+74212)
NA_peak_6793	USP44 (-43512), NTN4 (+195758)
NA_peak_6794	USP44 (-75663), NTN4 (+163607)
NA_peak_6795	USP44 (-109910), NTN4 (+129360)
NA_peak_6796	USP44 (-164907), NTN4 (+74363)
NA_peak_6797	USP44 (-186456), NTN4 (+52814)
NA_peak_6798	USP44 (-195686), NTN4 (+43584)
NA_peak_6799	USP44 (-215166), NTN4 (+24104)
NA_peak_6800	NTN4 (+698)
NA_peak_6801	SNRPF (-55195), NTN4 (-12975)
NA_peak_6802	SNRPF (-54690), NTN4 (-13480)
NA_peak_6803	NTN4 (-38711), SNRPF (-29459)
NA_peak_6804	AMDHD1 (-77570), SNRPF (+6795)
NA_peak_6805	AMDHD1 (-781)
NA_peak_6806	LTA4H (+84)
NA_peak_6807	ELK3 (-145890), LTA4H (-12831)
NA_peak_6808	ELK3 (+21166), CDK17 (+185012)
NA_peak_6809	CDK17 (+4406), ELK3 (+201772)
NA_peak_6810	CDK17 (+2807), ELK3 (+203371)
NA_peak_6811	NEDD1 (-488022), CDK17 (-18884)
NA_peak_6812	NEDD1 (-378679), CDK17 (-128227)
NA_peak_6813	NEDD1 (+46321)
NA_peak_6814	NEDD1 (+252073)
NA_peak_6815	NEDD1 (+262493)
NA_peak_6816	NEDD1 (+527949)
NA_peak_6817	NEDD1 (+556675)
NA_peak_6818	NEDD1 (+585784)
NA_peak_6819	NEDD1 (+599031)
NA_peak_6820	TMPO (-953723), NEDD1 (+654441)
NA_peak_6821	TMPO (-950749), NEDD1 (+657415)
NA_peak_6822	TMPO (-759489), NEDD1 (+848675)
NA_peak_6823	TMPO (-747986), NEDD1 (+860178)
NA_peak_6824	TMPO (-739946), NEDD1 (+868218)
NA_peak_6825	TMPO (-683411), NEDD1 (+924753)
NA_peak_6826	TMPO (-499744)
NA_peak_6827	TMPO (-323542)
NA_peak_6828	TMPO (-282674)
NA_peak_6829	TMPO (-268940)
NA_peak_6830	TMPO (-232094)
NA_peak_6831	TMPO (-194315)
NA_peak_6832	TMPO (-186410)
NA_peak_6833	TMPO (-133576)
NA_peak_6834	TMPO (-15442)
NA_peak_6835	SLC25A3 (-58576), TMPO (+19419)
NA_peak_6836	SLC25A3 (-55456), TMPO (+22539)
NA_peak_6837	IKBIP (-1305), APAF1 (+1239)
NA_peak_6838	APAF1 (+98010)
NA_peak_6839	APAF1 (+145667)
NA_peak_6840	APAF1 (+249263)
NA_peak_6841	APAF1 (+325317)
NA_peak_6842	APAF1 (+384484), ANKS1B (+954612)
NA_peak_6843	APAF1 (+430649), ANKS1B (+908447)
NA_peak_6844	APAF1 (+520211), ANKS1B (+818885)
NA_peak_6845	APAF1 (+617198), ANKS1B (+721898)
NA_peak_6846	APAF1 (+657680), ANKS1B (+681416)
NA_peak_6847	ANKS1B (+590454), APAF1 (+748642)
NA_peak_6848	ANKS1B (+491491), APAF1 (+847605)
NA_peak_6849	ANKS1B (+437696), APAF1 (+901400)
NA_peak_6850	ANKS1B (+326712)
NA_peak_6851	ANKS1B (+325464)
NA_peak_6852	ANKS1B (+234193)
NA_peak_6853	ANKS1B (+224939)
NA_peak_6854	ANKS1B (+158310)
NA_peak_6855	ANKS1B (+157770)
NA_peak_6856	ANKS1B (+117712)
NA_peak_6857	ACTR6 (-207307), ANKS1B (-8543)
NA_peak_6858	ANKS1B (-152475), ACTR6 (-63375)
NA_peak_6859	ANKS1B (-178632), ACTR6 (-37218)
NA_peak_6860	ANKS1B (-181027), ACTR6 (-34823)
NA_peak_6861	SCYL2 (-3158), DEPDC4 (+2853)
NA_peak_6862	SLC17A8 (-32658), SCYL2 (+57037)
NA_peak_6863	NR1H4 (-143978), SLC17A8 (+2303)
NA_peak_6864	NR1H4 (-128593), SLC17A8 (+17688)
NA_peak_6865	NR1H4 (-41654), SLC17A8 (+104627)
NA_peak_6866	ANO4 (-193029), GAS2L3 (+8160)
NA_peak_6867	ANO4 (-192528), GAS2L3 (+8661)
NA_peak_6868	ANO4 (-162214), GAS2L3 (+38975)
NA_peak_6869	ANO4 (-96270), GAS2L3 (+104919)
NA_peak_6870	ANO4 (+75910), SLC5A8 (+339690)
NA_peak_6871	ANO4 (+187408), SLC5A8 (+228192)
NA_peak_6872	SLC5A8 (+112558), ANO4 (+303042)
NA_peak_6873	CHPT1 (-40531), MYBPC1 (+62127)
NA_peak_6874	SYCP3 (-15611), GNPTAB (+75858)
NA_peak_6875	GNPTAB (-24495), DRAM1 (-21918)
NA_peak_6876	CCDC53 (+7569), DRAM1 (+177204)
NA_peak_6877	PMCH (-131691), IGF1 (+151027)
NA_peak_6878	PMCH (-200585), IGF1 (+82133)
NA_peak_6879	IGF1 (-216767), PAH (+220273)
NA_peak_6880	IGF1 (-395453), PAH (+41587)
NA_peak_6881	IGF1 (-404983), PAH (+32057)
NA_peak_6882	STAB2 (-490678), ASCL1 (+138909)
NA_peak_6883	STAB2 (-457974), ASCL1 (+171613)
NA_peak_6884	STAB2 (-424683), ASCL1 (+204904)
NA_peak_6885	STAB2 (-319957), ASCL1 (+309630)
NA_peak_6886	STAB2 (-318636), ASCL1 (+310951)
NA_peak_6887	STAB2 (-275981), ASCL1 (+353606)
NA_peak_6888	STAB2 (-214072), ASCL1 (+415515)
NA_peak_6889	STAB2 (-213399), ASCL1 (+416188)
NA_peak_6890	STAB2 (-100408), ASCL1 (+529179)
NA_peak_6891	NT5DC3 (+2492), STAB2 (+251432)
NA_peak_6892	HSP90B1 (-77185), NT5DC3 (-11952)
NA_peak_6893	HSP90B1 (-74899), NT5DC3 (-14238)
NA_peak_6894	NT5DC3 (-68171), HSP90B1 (-20966)
NA_peak_6895	NFYB (+1241), HCFC2 (+72591)
NA_peak_6896	CHST11 (+53685), SLC41A2 (+417997)
NA_peak_6897	CHST11 (+76637), SLC41A2 (+395045)
NA_peak_6898	CHST11 (+111445), SLC41A2 (+360237)
NA_peak_6899	SLC41A2 (+157484), CHST11 (+314198)
NA_peak_6900	SLC41A2 (+113173), CHST11 (+358509)
NA_peak_6901	SLC41A2 (+79756), CHST11 (+391926)
NA_peak_6902	SLC41A2 (+57471), CHST11 (+414211)
NA_peak_6903	SLC41A2 (+51807), CHST11 (+419875)
NA_peak_6904	SLC41A2 (+47369), CHST11 (+424313)
NA_peak_6905	SLC41A2 (+42170), CHST11 (+429512)
NA_peak_6906	SLC41A2 (+41433), CHST11 (+430249)
NA_peak_6907	SLC41A2 (-35645), ALDH1L2 (+120277)
NA_peak_6908	SLC41A2 (-121462), ALDH1L2 (+34460)
NA_peak_6909	KIAA1033 (+10561), APPL2 (+117808)
NA_peak_6910	KIAA1033 (+50361), APPL2 (+78008)
NA_peak_6911	APPL2 (-45092), NUAK1 (+858858)
NA_peak_6912	APPL2 (-46513), NUAK1 (+857437)
NA_peak_6913	APPL2 (-82174), NUAK1 (+821776)
NA_peak_6914	APPL2 (-110156), NUAK1 (+793794)
NA_peak_6915	APPL2 (-318299), NUAK1 (+585651)
NA_peak_6916	APPL2 (-466440), NUAK1 (+437510)
NA_peak_6917	APPL2 (-482506), NUAK1 (+421444)
NA_peak_6918	APPL2 (-485758), NUAK1 (+418192)
NA_peak_6919	APPL2 (-624722), NUAK1 (+279228)
NA_peak_6920	APPL2 (-625121), NUAK1 (+278829)
NA_peak_6921	APPL2 (-635764), NUAK1 (+268186)
NA_peak_6922	APPL2 (-653744), NUAK1 (+250206)
NA_peak_6923	APPL2 (-676784), NUAK1 (+227166)
NA_peak_6924	APPL2 (-681802), NUAK1 (+222148)
NA_peak_6925	APPL2 (-786889), NUAK1 (+117061)
NA_peak_6926	APPL2 (-858354), NUAK1 (+45596)
NA_peak_6927	NUAK1 (-35040), CKAP4 (+72915)
NA_peak_6928	POLR3B (-101719), CKAP4 (-7951)
NA_peak_6929	CKAP4 (-90114), POLR3B (-19556)
NA_peak_6930	CKAP4 (-92431), POLR3B (-17239)
NA_peak_6931	CKAP4 (-93227), POLR3B (-16443)
NA_peak_6932	RFX4 (-191450), POLR3B (+52029)
NA_peak_6933	RFX4 (-182463), POLR3B (+61016)
NA_peak_6934	RFX4 (-107331), POLR3B (+136148)
NA_peak_6935	RIC8B (-141601), RFX4 (+31902)
NA_peak_6936	RIC8B (-130546), RFX4 (+42957)
NA_peak_6937	RIC8B (-6677), RFX4 (+166826)
NA_peak_6938	RIC8B (-5224), RFX4 (+168279)
NA_peak_6939	RIC8B (-3659)
NA_peak_6940	RIC8B (-2839)
NA_peak_6941	C12orf23 (-125288), RIC8B (+55794)
NA_peak_6942	C12orf23 (+1421), MTERFD3 (+29983)
NA_peak_6943	CRY1 (-4975)
NA_peak_6944	BTBD11 (-213498), CRY1 (-11085)
NA_peak_6945	BTBD11 (-188816), CRY1 (-35767)
NA_peak_6946	PWP1 (-305347), BTBD11 (+61972)
NA_peak_6947	PWP1 (-161386), BTBD11 (+205933)
NA_peak_6948	PWP1 (-53968), BTBD11 (+313351)
NA_peak_6949	PWP1 (-53520), BTBD11 (+313799)
NA_peak_6950	PRDM4 (+12278), PWP1 (+63150)
NA_peak_6951	WSCD2 (+61496), CMKLR1 (+146070)
NA_peak_6952	CMKLR1 (-122468), FICD (-53400)
NA_peak_6953	ISCU (-1002), SART3 (-210)
NA_peak_6954	SELPLG (-43430), CORO1C (+56088)
NA_peak_6955	SELPLG (-73726), CORO1C (+25792)
NA_peak_6956	SELPLG (-81221), CORO1C (+18297)
NA_peak_6957	CORO1C (-8643), SSH1 (+117351)
NA_peak_6958	CORO1C (-11243), SSH1 (+114751)
NA_peak_6959	CORO1C (-69852), SSH1 (+56142)
NA_peak_6960	CORO1C (-70448), SSH1 (+55546)
NA_peak_6961	CORO1C (-104413), SSH1 (+21581)
NA_peak_6962	CORO1C (-122832), SSH1 (+3162)
NA_peak_6963	CORO1C (-124161), SSH1 (+1833)
NA_peak_6964	SVOP (+27280), DAO (+71353)
NA_peak_6965	MMAB (-133229), TRPV4 (+107788)
NA_peak_6966	GIT2 (+47290), TCHP (+48416)
NA_peak_6967	GIT2 (+46577), TCHP (+49129)
NA_peak_6968	GIT2 (+22637), TCHP (+73069)
NA_peak_6969	ATP2A2 (-57223), IFT81 (+100081)
NA_peak_6970	ATP2A2 (-3203)
NA_peak_6971	ATP2A2 (+2488), ANAPC7 (+119561)
NA_peak_6972	ATP2A2 (+51105), ANAPC7 (+70944)
NA_peak_6973	RAD9B (+32013), PPTC7 (+49068)
NA_peak_6974	PPTC7 (-19133), TCTN1 (-11711)
NA_peak_6975	PPP1CC (-1215)
NA_peak_6976	PPP1CC (-15869), MYL2 (+161768)
NA_peak_6977	MYL2 (+284)
NA_peak_6978	CUX2 (-1601)
NA_peak_6979	CUX2 (+13247), FAM109A (+321850)
NA_peak_6980	CUX2 (+43585), FAM109A (+291512)
NA_peak_6981	CUX2 (+71297), FAM109A (+263800)
NA_peak_6982	CUX2 (+109456), FAM109A (+225641)
NA_peak_6983	CUX2 (+147636), FAM109A (+187461)
NA_peak_6984	ALDH2 (+816)
NA_peak_6985	MAPKAPK5 (+78672), TMEM116 (+91813)
NA_peak_6986	TMEM116 (+58770), MAPKAPK5 (+111715)
NA_peak_6987	HECTD4 (+96083), TRAFD1 (+160464)
NA_peak_6988	RPH3A (-333124), PTPN11 (+39618)
NA_peak_6989	DTX1 (+14269), RASAL1 (+64265)
NA_peak_6990	LHX5 (-141010), RBM19 (+353224)
NA_peak_6991	LHX5 (-177443), RBM19 (+316791)
NA_peak_6992	LHX5 (-240683), RBM19 (+253551)
NA_peak_6993	LHX5 (-294151), RBM19 (+200083)
NA_peak_6994	LHX5 (-403663), RBM19 (+90571)
NA_peak_6995	RBM19 (-297240), TBX5 (+144896)
NA_peak_6996	RBM19 (-425763), TBX5 (+16373)
NA_peak_6997	TBX5 (-49494), TBX3 (+225654)
NA_peak_6998	TBX5 (-71352), TBX3 (+203796)
NA_peak_6999	TBX5 (-71822), TBX3 (+203326)
NA_peak_7000	TBX5 (-157640), TBX3 (+117508)
NA_peak_7001	TBX3 (-5934)
NA_peak_7002	TBX3 (-14625)
NA_peak_7003	TBX3 (-105320)
NA_peak_7004	TBX3 (-236914)
NA_peak_7005	TBX3 (-247236)
NA_peak_7006	TBX3 (-261249)
NA_peak_7007	TBX3 (-409439)
NA_peak_7008	TBX3 (-445389)
NA_peak_7009	TBX3 (-666574), MED13L (+927174)
NA_peak_7010	TBX3 (-678645), MED13L (+915103)
NA_peak_7011	TBX3 (-680955), MED13L (+912793)
NA_peak_7012	TBX3 (-738293), MED13L (+855455)
NA_peak_7013	TBX3 (-796253), MED13L (+797495)
NA_peak_7014	TBX3 (-966897), MED13L (+626851)
NA_peak_7015	MED13L (+320667)
NA_peak_7016	MED13L (+228515)
NA_peak_7017	MED13L (+186057)
NA_peak_7018	MED13L (+152303)
NA_peak_7019	MED13L (+128526)
NA_peak_7020	MED13L (+121866)
NA_peak_7021	MED13L (+92649)
NA_peak_7022	MED13L (+64912)
NA_peak_7023	MED13L (+41019)
NA_peak_7024	MED13L (+27433)
NA_peak_7025	MED13L (+23612)
NA_peak_7026	MED13L (+2110)
NA_peak_7027	MAP1LC3B2 (-276312), MED13L (-5731)
NA_peak_7028	C12orf49 (+75403), MAP1LC3B2 (+103277)
NA_peak_7029	RNFT2 (-3728), C12orf49 (+3498)
NA_peak_7030	FBXW8 (+7415), TESC (+181098)
NA_peak_7031	FBXW8 (+82118), TESC (+106395)
NA_peak_7032	TESC (+81950), FBXW8 (+106563)
NA_peak_7033	FBXO21 (+570)
NA_peak_7034	FBXO21 (-46326), NOS1 (+94292)
NA_peak_7035	NOS1 (-182140), KSR2 (+455769)
NA_peak_7036	NOS1 (-297876), KSR2 (+340033)
NA_peak_7037	NOS1 (-616503), KSR2 (+21406)
NA_peak_7038	TAOK3 (+104341), PEBP1 (+132746)
NA_peak_7039	TAOK3 (+73572), PEBP1 (+163515)
NA_peak_7040	TAOK3 (+39244), PEBP1 (+197843)
NA_peak_7041	TAOK3 (+36349), PEBP1 (+200738)
NA_peak_7042	SUDS3 (-3262), TAOK3 (-173)
NA_peak_7043	SRRM4 (-377662), SUDS3 (+227453)
NA_peak_7044	SRRM4 (-371205), SUDS3 (+233910)
NA_peak_7045	SRRM4 (-365959), SUDS3 (+239156)
NA_peak_7046	TMEM233 (-412139), HSPB8 (+2678)
NA_peak_7047	TMEM233 (-391407), HSPB8 (+23410)
NA_peak_7048	TMEM233 (-367732), HSPB8 (+47085)
NA_peak_7049	TMEM233 (-348153), HSPB8 (+66664)
NA_peak_7050	TMEM233 (-290866), HSPB8 (+123951)
NA_peak_7051	TMEM233 (-281188), HSPB8 (+133629)
NA_peak_7052	PRKAB1 (-8220), TMEM233 (+66074)
NA_peak_7053	RAB35 (+37521), CCDC64 (+89449)
NA_peak_7054	GCN1L1 (+827)
NA_peak_7055	RPLP0 (-30227), PXN (+34434)
NA_peak_7056	SPPL3 (+75826), ACADS (+102810)
NA_peak_7057	P2RX4 (+28404), CAMKK2 (+59839)
NA_peak_7058	RNF34 (-717)
NA_peak_7059	RNF34 (+887)
NA_peak_7060	RNF34 (+72593), KDM2B (+108374)
NA_peak_7061	RNF34 (+83978), KDM2B (+96989)
NA_peak_7062	KDM2B (-1819)
NA_peak_7063	ORAI1 (-25618), KDM2B (-19948)
NA_peak_7064	ORAI1 (-23591), KDM2B (-21975)
NA_peak_7065	KDM2B (-39724), ORAI1 (-5842)
NA_peak_7066	TMEM120B (-55407), ORAI1 (+30839)
NA_peak_7067	TMEM120B (-25970), ORAI1 (+60276)
NA_peak_7068	SETD1B (-2626)
NA_peak_7069	SETD1B (+1095), HPD (+53032)
NA_peak_7070	BCL7A (-65994), WDR66 (+35566)
NA_peak_7071	MLXIP (-55181), BCL7A (+4119)
NA_peak_7072	MLXIP (+10676), IL31 (+131442)
NA_peak_7073	DENR (-1679)
NA_peak_7074	CDK2AP1 (+11977), C12orf65 (+27247)
NA_peak_7075	CDK2AP1 (-108)
NA_peak_7076	SETD8 (+801)
NA_peak_7077	SNRNP35 (-451)
NA_peak_7078	DNAH10 (+19446), CCDC92 (+190883)
NA_peak_7079	ZNF664 (+151231), NCOR2 (+370897)
NA_peak_7080	ZNF664 (+204979), NCOR2 (+317149)
NA_peak_7081	ZNF664 (+215506), NCOR2 (+306622)
NA_peak_7082	NCOR2 (-69938), SCARB1 (+298657)
NA_peak_7083	NCOR2 (-198106), SCARB1 (+170489)
NA_peak_7084	NCOR2 (-232048), SCARB1 (+136547)
NA_peak_7085	NCOR2 (-330485), SCARB1 (+38110)
NA_peak_7086	NCOR2 (-336603), SCARB1 (+31992)
NA_peak_7087	SCARB1 (-12077), UBC (+39424)
NA_peak_7088	SCARB1 (-37160), UBC (+14341)
NA_peak_7089	DHX37 (-3919), BRI3BP (-660)
NA_peak_7090	TMEM132B (-106114), AACS (+155123)
NA_peak_7091	TMEM132B (+113359)
NA_peak_7092	TMEM132B (+208391)
NA_peak_7093	TMEM132B (+781273)
NA_peak_7094	TMEM132B (+894371)
NA_peak_7095	NONE
NA_peak_7096	NONE
NA_peak_7097	NONE
NA_peak_7098	NONE
NA_peak_7099	NONE
NA_peak_7100	TMEM132C (-981517)
NA_peak_7101	TMEM132C (-740435)
NA_peak_7102	TMEM132C (-640433)
NA_peak_7103	TMEM132C (-569029)
NA_peak_7104	TMEM132C (-458058)
NA_peak_7105	TMEM132C (+5462), SLC15A4 (+551118)
NA_peak_7106	TMEM132C (+56126), SLC15A4 (+500454)
NA_peak_7107	TMEM132C (+184250), SLC15A4 (+372330)
NA_peak_7108	SLC15A4 (+159567), TMEM132C (+397013)
NA_peak_7109	SLC15A4 (+77493), TMEM132C (+479087)
NA_peak_7110	GLT1D1 (+89597), TMEM132D (+960533)
NA_peak_7111	GLT1D1 (+492201), TMEM132D (+557929)
NA_peak_7112	GLT1D1 (+510158), TMEM132D (+539972)
NA_peak_7113	TMEM132D (+477991), GLT1D1 (+572139)
NA_peak_7114	TMEM132D (+407587), GLT1D1 (+642543)
NA_peak_7115	TMEM132D (+355930), GLT1D1 (+694200)
NA_peak_7116	TMEM132D (+295641), GLT1D1 (+754489)
NA_peak_7117	TMEM132D (+284505), GLT1D1 (+765625)
NA_peak_7118	TMEM132D (+111853), GLT1D1 (+938277)
NA_peak_7119	TMEM132D (+21829)
NA_peak_7120	FZD10 (-130494), TMEM132D (-128299)
NA_peak_7121	FZD10 (-129660), TMEM132D (-129133)
NA_peak_7122	TMEM132D (-207607), FZD10 (-51186)
NA_peak_7123	RIMBP2 (-71203), STX2 (+250126)
NA_peak_7124	RIMBP2 (-101527), STX2 (+219802)
NA_peak_7125	RAN (-21398), STX2 (-11287)
NA_peak_7126	GPR133 (+360)
NA_peak_7127	SFSWAP (-698801), GPR133 (+58429)
NA_peak_7128	SFSWAP (-490622), GPR133 (+266608)
NA_peak_7129	SFSWAP (-269218), GPR133 (+488012)
NA_peak_7130	SFSWAP (-265238), GPR133 (+491992)
NA_peak_7131	SFSWAP (-146519), GPR133 (+610711)
NA_peak_7132	SFSWAP (-145560), GPR133 (+611670)
NA_peak_7133	GALNT9 (-326601), MUC8 (+33552)
NA_peak_7134	PGAM5 (-721)
NA_peak_7135	MPHOSPH8 (-76806), TPTE2 (-53596)
NA_peak_7136	TPTE2 (-89540), MPHOSPH8 (-40862)
NA_peak_7137	TPTE2 (-96285), MPHOSPH8 (-34117)
NA_peak_7138	PSPC1 (+66493), MPHOSPH8 (+82743)
NA_peak_7139	ZMYM2 (-58797), ZMYM5 (-36349)
NA_peak_7140	GJA3 (+92038), ZMYM2 (+110340)
NA_peak_7141	GJA3 (+13858), ZMYM2 (+188520)
NA_peak_7142	GJB2 (-7802), GJB6 (+34813)
NA_peak_7143	GJB6 (-195377), CRYL1 (+98085)
NA_peak_7144	IFT88 (-32755), CRYL1 (-8526)
NA_peak_7145	IFT88 (-32070), CRYL1 (-9211)
NA_peak_7146	IL17D (-91216), IFT88 (+44989)
NA_peak_7147	N6AMT2 (-15275), XPO4 (+113586)
NA_peak_7148	N6AMT2 (-73226), XPO4 (+55635)
NA_peak_7149	XPO4 (-13107), LATS2 (+145630)
NA_peak_7150	SKA3 (+8706), SAP18 (+27382)
NA_peak_7151	MRP63 (+120311), ZDHHC20 (+162328)
NA_peak_7152	FGF9 (+2260)
NA_peak_7153	FGF9 (+6038)
NA_peak_7154	FGF9 (+19155)
NA_peak_7155	FGF9 (+47183)
NA_peak_7156	FGF9 (+278558)
NA_peak_7157	FGF9 (+344887)
NA_peak_7158	FGF9 (+384066)
NA_peak_7159	FGF9 (+436170)
NA_peak_7160	FGF9 (+462506)
NA_peak_7161	FGF9 (+502261)
NA_peak_7162	SGCG (-937276), FGF9 (+572293)
NA_peak_7163	SGCG (-765258), FGF9 (+744311)
NA_peak_7164	SGCG (-694663), FGF9 (+814906)
NA_peak_7165	SGCG (-682906), FGF9 (+826663)
NA_peak_7166	SGCG (-553160), FGF9 (+956409)
NA_peak_7167	SGCG (-488638)
NA_peak_7168	SGCG (-477409)
NA_peak_7169	SGCG (-425856)
NA_peak_7170	SGCG (-384740)
NA_peak_7171	SGCG (-188033)
NA_peak_7172	SGCG (-131906)
NA_peak_7173	SGCG (-130878)
NA_peak_7174	SGCG (-18835)
NA_peak_7175	SACS (+52216), SGCG (+200534)
NA_peak_7176	SACS (+19226), SGCG (+233524)
NA_peak_7177	TNFRSF19 (-107922), SACS (-37736)
NA_peak_7178	SACS (-100634), TNFRSF19 (-45024)
NA_peak_7179	TNFRSF19 (+18627), MIPEP (+291432)
NA_peak_7180	TNFRSF19 (+19192), MIPEP (+290867)
NA_peak_7181	TNFRSF19 (+20282), MIPEP (+289777)
NA_peak_7182	TNFRSF19 (+52336), MIPEP (+257723)
NA_peak_7183	TNFRSF19 (+55012), MIPEP (+255047)
NA_peak_7184	TNFRSF19 (+76731), MIPEP (+233328)
NA_peak_7185	MIPEP (+144600), TNFRSF19 (+165459)
NA_peak_7186	MIPEP (+84603), TNFRSF19 (+225456)
NA_peak_7187	MIPEP (+72762), TNFRSF19 (+237297)
NA_peak_7188	MIPEP (+56643), TNFRSF19 (+253416)
NA_peak_7189	MIPEP (+53036), TNFRSF19 (+257023)
NA_peak_7190	MIPEP (+16050), TNFRSF19 (+294009)
NA_peak_7191	SPATA13 (-61521), C1QTNF9B (-21229)
NA_peak_7192	SPATA13 (-60969), C1QTNF9B (-21781)
NA_peak_7193	C1QTNF9 (-319766), SPATA13 (+7594)
NA_peak_7194	C1QTNF9 (-288502), SPATA13 (+38858)
NA_peak_7195	C1QTNF9 (-230806), SPATA13 (+96554)
NA_peak_7196	C1QTNF9 (-187137), SPATA13 (+140223)
NA_peak_7197	C1QTNF9 (-176648), SPATA13 (+150712)
NA_peak_7198	C1QTNF9 (-132874), SPATA13 (+194486)
NA_peak_7199	C1QTNF9 (-130434), SPATA13 (+196926)
NA_peak_7200	C1QTNF9 (-43356), SPATA13 (+284004)
NA_peak_7201	C1QTNF9 (-37961), SPATA13 (+289399)
NA_peak_7202	C1QTNF9 (+18521), PARP4 (+187123)
NA_peak_7203	C1QTNF9 (+60645), PARP4 (+144999)
NA_peak_7204	ATP12A (-160962), PARP4 (-6639)
NA_peak_7205	PARP4 (-162060), ATP12A (-5541)
NA_peak_7206	RNF17 (-80598), ATP12A (+3143)
NA_peak_7207	RNF17 (+10830), CENPJ (+147898)
NA_peak_7208	CENPJ (-53399), ENSG00000269099 (-41124)
NA_peak_7209	CENPJ (-54472), ENSG00000269099 (-40051)
NA_peak_7210	PABPC3 (+15161), AMER2 (+60964)
NA_peak_7211	AMER2 (+34869), PABPC3 (+41256)
NA_peak_7212	AMER2 (-18984), MTMR6 (+96738)
NA_peak_7213	AMER2 (-47378), MTMR6 (+68344)
NA_peak_7214	ATP8A2 (+73482), SHISA2 (+605478)
NA_peak_7215	SHISA2 (+337690), ATP8A2 (+341270)
NA_peak_7216	SHISA2 (+306422), ATP8A2 (+372538)
NA_peak_7217	SHISA2 (+69740), ATP8A2 (+609220)
NA_peak_7218	SHISA2 (+68929), ATP8A2 (+610031)
NA_peak_7219	SHISA2 (-94108), RNF6 (+77514)
NA_peak_7220	SHISA2 (-133964), RNF6 (+37658)
NA_peak_7221	WASF3 (-302541), CDK8 (+1070)
NA_peak_7222	WASF3 (-300623), CDK8 (+2988)
NA_peak_7223	WASF3 (-256970), CDK8 (+46641)
NA_peak_7224	WASF3 (-187760), CDK8 (+115851)
NA_peak_7225	WASF3 (-156511), CDK8 (+147100)
NA_peak_7226	WASF3 (-83475), CDK8 (+220136)
NA_peak_7227	WASF3 (+954)
NA_peak_7228	GPR12 (-168489), USP12 (+242622)
NA_peak_7229	GPR12 (-350707), USP12 (+60404)
NA_peak_7230	GPR12 (-374421), USP12 (+36690)
NA_peak_7231	GPR12 (-402452), USP12 (+8659)
NA_peak_7232	RASL11A (-9122), RPL21 (+9896)
NA_peak_7233	GTF3A (-96422), RASL11A (+57795)
NA_peak_7234	GTF3A (-93061), RASL11A (+61156)
NA_peak_7235	GTF3A (-56785), RASL11A (+97432)
NA_peak_7236	GTF3A (-51585), RASL11A (+102632)
NA_peak_7237	GTF3A (-20431), RASL11A (+133786)
NA_peak_7238	MTIF3 (-16295), LNX2 (+153545)
NA_peak_7239	MTIF3 (-67387), LNX2 (+102453)
NA_peak_7240	MTIF3 (-128553), LNX2 (+41287)
NA_peak_7241	MTIF3 (-155070), LNX2 (+14770)
NA_peak_7242	GSX1 (-28819), POLR1D (+143058)
NA_peak_7243	PDX1 (-93541), GSX1 (+33836)
NA_peak_7244	PDX1 (-52462), GSX1 (+74915)
NA_peak_7245	PDX1 (-46903), GSX1 (+80474)
NA_peak_7246	PDX1 (-44075), GSX1 (+83302)
NA_peak_7247	PDX1 (-18611), GSX1 (+108766)
NA_peak_7248	PDX1 (-8477), GSX1 (+118900)
NA_peak_7249	PDX1 (-1826)
NA_peak_7250	ATP5EP2 (-10723), PDX1 (+14463)
NA_peak_7251	CDX2 (+10244), ATP5EP2 (+15689)
NA_peak_7252	URAD (-65017), FLT3 (+46938)
NA_peak_7253	PAN3 (+3815), FLT1 (+352774)
NA_peak_7254	PAN3 (+6700), FLT1 (+349889)
NA_peak_7255	PAN3 (+99951), FLT1 (+256638)
NA_peak_7256	PAN3 (+146381), FLT1 (+210208)
NA_peak_7257	FLT1 (+148721), PAN3 (+207868)
NA_peak_7258	FLT1 (+31806), PAN3 (+324783)
NA_peak_7259	POMP (-131370), FLT1 (-32639)
NA_peak_7260	SLC46A3 (+28566), POMP (+31300)
NA_peak_7261	SLC46A3 (+2454), POMP (+57412)
NA_peak_7262	MTUS2 (-225513), SLC46A3 (-80128)
NA_peak_7263	SLC46A3 (-260283), MTUS2 (-45358)
NA_peak_7264	MTUS2 (+21878), SLC7A1 (+549199)
NA_peak_7265	SLC7A1 (+276551), MTUS2 (+294526)
NA_peak_7266	SLC7A1 (+190586), MTUS2 (+380491)
NA_peak_7267	SLC7A1 (+46931), MTUS2 (+524146)
NA_peak_7268	SLC7A1 (+30523), MTUS2 (+540554)
